Time Frame,Date,Ta (C),Tm (C),I3 (W/m2),I15 (W/m2),P (kW)
3,11/11/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,11/12/12 4:53 AM,17.36,14.88,0.0,0.0,0.0
5,11/12/12 5:53 AM,17.22,15.05,0.0,0.0,0.0
6,11/12/12 6:53 AM,17.44,15.63,3.06,3.79,1.43
7,11/12/12 7:53 AM,18.43,17.08,37.15,37.86,25.66
8,11/12/12 8:53 AM,19.44,18.67,97.63,100.72,77.5
9,11/12/12 9:53 AM,21.16,23.88,220.89,246.1,193.28
10,11/12/12 10:53 AM,21.87,25.47,146.34,142.41,124.1
11,11/12/12 11:53 AM,22.51,27.31,214.32,215.3,189.84
12,11/12/12 12:53 PM,22.02,25.2,136.93,138.03,119.57
13,11/12/12 1:53 PM,21.53,23.35,59.61,60.03,53.24
14,11/12/12 2:53 PM,20.85,21.1,26.66,27.57,19.02
15,11/12/12 3:53 PM,20.64,20.76,40.53,42.35,30.14
16,11/12/12 4:53 PM,19.95,18.77,6.89,7.61,5.4
17,11/12/12 5:53 PM,18.86,16.43,0.0,0.0,0.0
18,11/12/12 6:53 PM,17.9,15.17,0.0,0.0,0.0
19,11/12/12 7:53 PM,17.68,15.68,0.0,0.0,0.0
20,11/12/12 8:53 PM,17.18,14.52,0.0,0.0,0.0
21,11/12/12 9:43 PM,16.49,13.4,0.0,0.0,0.0
22,11/12/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,11/12/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,11/12/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,11/12/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,11/12/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,11/12/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,11/13/12 4:53 AM,14.08,10.86,0.0,0.0,0.0
5,11/13/12 5:53 AM,15.94,14.79,0.0,0.0,0.0
6,11/13/12 6:53 AM,16.8,15.61,2.94,2.84,1.35
7,11/13/12 7:53 AM,17.98,16.94,42.13,48.04,29.91
8,11/13/12 8:53 AM,18.86,19.2,212.4,242.7,182.57
9,11/13/12 9:53 AM,20.11,24.98,417.76,537.63,398.64
10,11/13/12 10:53 AM,20.82,26.43,373.22,478.67,354.72
11,11/13/12 11:53 AM,21.01,25.03,291.66,316.48,262.39
12,11/13/12 12:53 PM,20.78,24.14,234.25,221.33,202.49
13,11/13/12 1:53 PM,19.58,20.71,114.91,119.14,96.6
14,11/13/12 2:53 PM,19.02,19.45,73.27,81.74,61.95
15,11/13/12 3:53 PM,18.49,18.16,22.82,24.2,15.51
16,11/13/12 4:53 PM,18.28,17.57,2.37,2.87,1.68
17,11/13/12 5:53 PM,18.0,16.96,0.0,0.0,0.0
18,11/13/12 6:53 PM,17.9,17.17,0.0,0.0,0.0
19,11/13/12 7:53 PM,18.08,17.27,0.0,0.0,0.0
20,11/13/12 8:53 PM,18.27,17.36,0.0,0.0,0.0
21,11/13/12 9:43 PM,18.15,17.31,0.0,0.0,0.0
22,11/13/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,11/13/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,11/13/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,11/13/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,11/13/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,11/13/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,11/14/12 4:53 AM,16.5,14.51,0.0,0.0,0.0
5,11/14/12 5:53 AM,16.34,14.4,0.0,0.0,0.0
6,11/14/12 6:53 AM,16.22,14.39,5.12,6.56,3.26
7,11/14/12 7:53 AM,16.97,15.44,102.67,144.8,70.83
8,11/14/12 8:53 AM,18.65,20.67,248.58,343.7,214.09
9,11/14/12 9:53 AM,19.91,24.09,426.69,552.12,392.52
10,11/14/12 10:53 AM,20.15,25.47,515.04,644.11,472.92
11,11/14/12 11:53 AM,20.3,26.91,559.29,680.72,506.31
12,11/14/12 12:53 PM,20.34,26.38,527.24,636.12,478.0
13,11/14/12 1:53 PM,20.34,24.77,433.8,521.18,388.14
14,11/14/12 2:53 PM,19.95,23.03,295.46,358.7,252.03
15,11/14/12 3:53 PM,18.63,18.73,105.25,148.68,86.97
16,11/14/12 4:53 PM,17.33,14.77,4.9,7.55,4.16
17,11/14/12 5:53 PM,16.38,12.09,0.0,0.0,0.0
18,11/14/12 6:53 PM,15.13,10.36,0.0,0.0,0.0
19,11/14/12 7:53 PM,14.57,10.31,0.0,0.0,0.0
20,11/14/12 8:53 PM,14.44,10.09,0.0,0.0,0.0
21,11/14/12 9:43 PM,13.21,8.13,0.0,0.0,0.0
22,11/14/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,11/14/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,11/14/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,11/14/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,11/14/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,11/14/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,11/15/12 4:53 AM,14.19,12.11,0.0,0.0,0.0
5,11/15/12 5:53 AM,14.25,12.18,0.0,0.0,0.0
6,11/15/12 6:53 AM,14.13,11.63,1.19,1.38,0.35
7,11/15/12 7:53 AM,14.51,12.58,32.55,32.22,20.06
8,11/15/12 8:53 AM,15.88,14.96,61.45,62.92,45.91
9,11/15/12 9:53 AM,16.87,16.0,32.45,32.19,25.87
10,11/15/12 10:53 AM,15.92,14.76,19.5,18.27,12.3
11,11/15/12 11:53 AM,15.98,15.06,28.03,27.25,19.57
12,11/15/12 12:53 PM,15.96,14.96,12.6,13.0,8.28
13,11/15/12 1:53 PM,15.78,14.73,9.46,10.01,5.62
14,11/15/12 2:53 PM,15.71,14.7,11.0,11.57,6.81
15,11/15/12 3:53 PM,15.71,14.7,11.0,11.57,6.81
16,11/15/12 4:53 PM,15.71,14.7,11.0,11.57,6.81
17,11/15/12 5:53 PM,15.71,14.7,11.0,11.57,6.81
18,11/15/12 6:53 PM,15.71,14.7,11.0,11.57,6.81
19,11/15/12 7:53 PM,15.71,14.7,11.0,11.57,6.81
20,11/15/12 8:53 PM,15.71,14.7,11.0,11.57,6.81
21,11/15/12 9:53 PM,15.71,14.7,11.0,11.57,6.81
22,11/15/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
23,11/15/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
24,11/15/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
1,11/15/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
2,11/15/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
3,11/15/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
4,11/16/12 4:53 AM,15.71,14.7,11.0,11.57,6.81
5,11/16/12 5:53 AM,15.71,14.7,11.0,11.57,6.81
6,11/16/12 6:53 AM,15.71,14.7,11.0,11.57,6.81
7,11/16/12 7:53 AM,15.71,14.7,11.0,11.57,6.81
8,11/16/12 8:53 AM,15.71,14.7,11.0,11.57,6.81
9,11/16/12 9:53 AM,16.75,17.15,48.68,50.31,6.81
10,11/16/12 10:53 AM,18.15,19.34,62.08,66.58,42.59
11,11/16/12 11:53 AM,19.01,23.47,242.33,265.81,52.53
12,11/16/12 12:53 PM,20.1,26.6,248.25,270.17,203.99
13,11/16/12 1:53 PM,18.9,21.45,101.69,99.32,230.11
14,11/16/12 2:53 PM,18.71,21.1,144.77,151.09,90.82
15,11/16/12 3:53 PM,18.86,20.24,81.28,91.12,124.04
16,11/16/12 4:53 PM,16.91,14.62,3.97,4.45,68.83
17,11/16/12 5:53 PM,16.19,13.65,0.0,0.0,3.46
18,11/16/12 6:53 PM,15.85,13.05,0.0,0.0,0.0
19,11/16/12 7:53 PM,15.23,12.12,0.0,0.0,0.0
20,11/16/12 8:53 PM,15.6,12.88,0.0,0.0,0.0
21,11/16/12 9:53 PM,15.04,11.67,0.0,0.0,0.0
22,11/16/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
23,11/16/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
24,11/16/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
1,11/16/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
2,11/16/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
3,11/16/12 9:53 PM,0.0,0.0,0.0,0.0,0.0
4,11/17/12 4:53 AM,12.4,8.01,0.0,0.0,0.0
5,11/17/12 5:53 AM,12.36,8.31,0.0,0.0,0.0
6,11/17/12 6:53 AM,11.65,6.91,4.18,5.24,0.0
7,11/17/12 7:53 AM,12.96,10.07,85.76,109.58,2.45
8,11/17/12 8:53 AM,15.73,16.44,238.17,313.1,65.07
9,11/17/12 9:53 AM,19.13,24.05,413.95,543.62,205.09
10,11/17/12 10:53 AM,20.17,28.51,358.45,447.25,386.93
11,11/17/12 11:53 AM,20.11,28.75,515.17,635.62,328.1
12,11/17/12 12:53 PM,20.89,30.9,445.62,607.45,465.14
13,11/17/12 1:53 PM,21.11,29.21,408.04,436.67,398.3
14,11/17/12 2:53 PM,20.24,25.14,288.76,359.18,359.09
15,11/17/12 3:53 PM,18.8,19.2,99.59,130.46,246.76
16,11/17/12 4:53 PM,16.7,13.63,4.52,5.84,80.78
17,11/17/12 5:53 PM,15.63,12.08,0.0,0.0,4.2
18,11/17/12 6:53 PM,14.85,11.29,0.0,0.0,0.0
19,11/17/12 7:53 PM,13.7,9.15,0.0,0.0,0.0
20,11/17/12 8:53 PM,12.85,7.82,0.0,0.0,0.0
21,11/17/12 9:43 PM,12.17,8.08,0.0,0.0,0.0
22,11/17/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,11/17/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,11/17/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,11/17/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,11/17/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,11/17/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,11/18/12 4:53 AM,9.16,4.84,0.0,0.0,0.0
5,11/18/12 5:53 AM,8.87,4.32,0.0,0.0,0.0
6,11/18/12 6:53 AM,8.64,4.09,4.52,5.47,0.0
7,11/18/12 7:03 AM,8.91,5.02,5.68,6.64,2.62
18,11/18/12 6:53 PM,15.83,14.45,0.0,0.0,3.3
19,11/18/12 7:43 PM,15.83,14.26,0.0,0.0,0.0
20,11/18/12 8:54 PM,15.66,13.98,0.0,0.0,0.0
21,11/18/12 9:44 PM,15.72,13.93,0.0,0.0,0.0
22,11/18/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
23,11/18/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
24,11/18/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
1,11/18/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
2,11/18/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
3,11/18/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
4,11/19/12 4:54 AM,15.94,14.16,1.3,1.34,0.0
5,11/19/12 5:54 AM,15.53,13.94,15.78,16.02,0.5
6,11/19/12 6:54 AM,15.26,13.45,59.61,60.75,9.61
7,11/19/12 7:56 AM,15.49,13.9,69.89,69.95,46.13
8,11/19/12 8:56 AM,16.31,15.53,50.51,49.28,59.88
9,11/19/12 9:56 AM,17.11,16.63,36.42,35.66,40.5
10,11/19/12 10:56 AM,16.73,15.99,44.53,43.97,29.66
11,11/19/12 11:56 AM,16.13,15.47,37.04,36.61,34.82
12,11/19/12 12:56 PM,15.82,15.3,14.54,15.02,28.16
13,11/19/12 1:56 PM,15.54,14.84,7.06,7.74,10.3
14,11/19/12 2:56 PM,15.28,14.32,0.29,0.59,4.71
15,11/19/12 3:56 PM,15.19,14.13,0.0,0.0,0.28
16,11/19/12 4:56 PM,15.12,14.07,0.0,0.0,0.0
17,11/19/12 5:56 PM,14.84,13.96,0.0,0.0,0.0
18,11/19/12 6:56 PM,14.7,13.84,0.0,0.0,0.0
19,11/19/12 7:56 PM,14.69,13.75,0.0,0.0,0.0
20,11/19/12 8:56 PM,14.72,13.98,0.0,0.0,0.0
21,11/19/12 9:56 PM,14.64,13.86,0.0,0.0,0.0
22,11/19/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
23,11/19/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
24,11/19/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
1,11/19/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
2,11/19/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
3,11/19/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
4,11/20/12 4:56 AM,16.08,15.01,1.32,1.65,0.0
5,11/20/12 5:56 AM,15.46,13.92,54.69,57.49,0.51
6,11/20/12 6:56 AM,15.1,13.12,194.0,227.24,40.42
7,11/20/12 7:56 AM,15.19,13.52,158.78,187.76,162.3
8,11/20/12 8:56 AM,17.13,18.23,291.17,350.37,150.11
9,11/20/12 9:56 AM,18.14,20.47,152.19,152.73,290.81
10,11/20/12 10:56 AM,19.15,25.28,69.81,69.04,139.04
11,11/20/12 11:56 AM,18.97,22.47,49.17,48.41,60.04
12,11/20/12 12:56 PM,17.97,18.48,18.62,18.18,37.01
13,11/20/12 1:56 PM,16.9,16.27,9.85,10.53,12.86
14,11/20/12 2:56 PM,16.59,15.77,0.32,0.59,6.45
15,11/20/12 3:56 PM,16.08,14.99,0.0,0.0,0.17
16,11/20/12 4:56 PM,15.69,14.54,0.0,0.0,0.0
17,11/20/12 5:56 PM,15.79,14.48,0.0,0.0,0.0
18,11/20/12 6:56 PM,15.7,14.23,0.0,0.0,0.0
19,11/20/12 7:56 PM,15.76,14.5,0.0,0.0,0.0
20,11/20/12 8:56 PM,15.68,14.17,0.0,0.0,0.0
21,11/20/12 9:46 PM,15.64,14.18,0.0,0.0,0.0
22,11/20/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
23,11/20/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
24,11/20/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
1,11/20/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
2,11/20/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
3,11/20/12 9:46 PM,0.0,0.0,0.0,0.0,0.0
4,11/21/12 4:56 AM,15.05,12.96,0.75,0.98,0.0
5,11/21/12 5:56 AM,14.84,12.67,27.95,28.96,0.21
6,11/21/12 6:56 AM,14.75,12.72,111.15,116.86,17.7
7,11/21/12 7:56 AM,15.34,13.61,262.4,326.55,88.27
8,11/21/12 8:56 AM,16.99,17.22,459.43,632.18,236.34
9,11/21/12 9:56 AM,18.78,23.14,543.54,644.95,425.91
10,11/21/12 10:56 AM,20.54,31.88,534.7,633.32,473.07
11,11/21/12 11:56 AM,21.74,38.78,369.9,411.89,476.72
12,11/21/12 12:56 PM,21.88,37.28,84.21,82.44,343.24
13,11/21/12 1:56 PM,21.49,31.01,27.75,30.26,79.37
14,11/21/12 2:56 PM,19.62,21.11,1.29,1.9,21.47
15,11/21/12 3:56 PM,17.69,15.69,0.0,0.0,1.43
16,11/21/12 4:56 PM,16.74,13.98,0.0,0.0,0.0
17,11/21/12 5:56 PM,15.72,12.7,0.0,0.0,0.0
18,11/21/12 6:54 PM,15.09,11.6,0.0,0.0,0.0
19,11/21/12 7:54 PM,14.51,10.93,0.0,0.0,0.0
20,11/21/12 8:54 PM,14.68,11.63,0.0,0.0,0.0
21,11/21/12 9:54 PM,14.62,12.01,0.0,0.0,0.0
22,11/21/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/21/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/21/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/21/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/21/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,11/21/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,11/22/12 4:54 AM,13.52,9.18,1.89,2.16,0.0
5,11/22/12 5:54 AM,13.15,8.85,75.66,104.89,1.04
6,11/22/12 6:54 AM,12.98,8.71,226.82,310.74,49.15
7,11/22/12 7:54 AM,13.63,10.92,296.8,383.78,192.0
8,11/22/12 8:54 AM,15.93,16.79,430.47,572.59,278.47
9,11/22/12 9:54 AM,17.6,18.9,482.17,578.78,418.34
10,11/22/12 10:54 AM,18.64,24.96,486.84,562.2,418.31
11,11/22/12 11:54 AM,19.56,27.78,350.04,415.34,454.69
12,11/22/12 12:54 PM,20.03,28.27,213.39,335.62,326.32
13,11/22/12 1:54 PM,19.67,25.61,79.08,105.93,186.6
14,11/22/12 2:54 PM,18.94,21.01,2.96,4.48,65.34
15,11/22/12 3:54 PM,17.91,17.47,0.0,0.0,2.79
16,11/22/12 4:54 PM,16.44,13.78,0.0,0.0,0.0
17,11/22/12 5:54 PM,15.42,12.31,0.0,0.0,0.0
18,11/22/12 6:54 PM,14.88,11.09,0.0,0.0,0.0
19,11/22/12 7:54 PM,14.37,9.81,0.0,0.0,0.0
20,11/22/12 8:54 PM,13.44,8.64,0.0,0.0,0.0
21,11/22/12 9:44 PM,12.84,8.14,0.0,0.0,0.0
22,11/22/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
23,11/22/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
24,11/22/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
1,11/22/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
2,11/22/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
3,11/22/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
4,11/23/12 4:54 AM,10.63,7.72,1.58,1.87,0.0
5,11/23/12 5:54 AM,10.54,7.39,48.24,49.42,0.7
6,11/23/12 6:54 AM,10.96,8.51,130.87,133.01,34.76
7,11/23/12 7:54 AM,12.1,10.67,262.61,300.5,107.75
8,11/23/12 8:54 AM,13.74,15.08,335.51,382.44,243.17
9,11/23/12 9:54 AM,15.97,21.48,185.32,189.46,310.8
10,11/23/12 10:54 AM,18.57,27.96,202.92,210.11,172.4
11,11/23/12 11:54 AM,19.2,23.67,100.53,102.07,187.48
12,11/23/12 12:54 PM,19.66,26.35,57.3,59.21,92.38
13,11/23/12 1:54 PM,18.84,21.78,67.07,76.6,52.17
14,11/23/12 2:54 PM,18.33,18.99,5.59,6.7,57.94
15,11/23/12 3:54 PM,18.08,18.29,0.0,0.0,4.73
16,11/23/12 4:54 PM,16.61,14.65,0.0,0.0,0.0
17,11/23/12 5:54 PM,15.77,13.0,0.0,0.0,0.0
18,11/23/12 6:54 PM,15.52,13.24,0.0,0.0,0.0
19,11/23/12 7:54 PM,15.22,12.75,0.0,0.0,0.0
20,11/23/12 8:54 PM,14.16,9.9,0.0,0.0,0.0
21,11/23/12 9:54 PM,13.19,8.81,0.0,0.0,0.0
22,11/23/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/23/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/23/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/23/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/23/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,11/23/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,11/24/12 4:54 AM,12.08,8.76,1.99,2.65,0.0
5,11/24/12 5:54 AM,11.92,8.58,62.3,84.19,1.41
6,11/24/12 6:54 AM,11.74,8.29,214.16,348.28,40.91
7,11/24/12 7:54 AM,11.69,9.01,361.46,494.67,205.24
8,11/24/12 8:54 AM,14.08,15.36,259.75,308.68,348.6
9,11/24/12 9:54 AM,16.99,20.57,345.88,366.93,232.01
10,11/24/12 10:54 AM,18.09,21.18,302.96,331.64,309.94
11,11/24/12 11:54 AM,18.5,23.0,339.78,389.0,268.7
12,11/24/12 12:54 PM,18.94,23.3,236.94,249.57,302.67
13,11/24/12 1:54 PM,18.67,22.27,91.99,125.37,184.65
14,11/24/12 2:54 PM,18.01,19.63,5.64,8.58,76.41
15,11/24/12 3:54 PM,17.23,17.22,0.0,0.0,4.96
16,11/24/12 4:54 PM,15.63,13.26,0.0,0.0,0.0
17,11/24/12 5:54 PM,14.66,10.86,0.0,0.0,0.0
18,11/24/12 6:54 PM,13.8,9.82,0.0,0.0,0.0
19,11/24/12 7:54 PM,13.42,8.92,0.0,0.0,0.0
20,11/24/12 8:54 PM,12.82,8.64,0.0,0.0,0.0
21,11/24/12 9:54 PM,12.31,7.84,0.0,0.0,0.0
22,11/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,11/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,11/25/12 4:54 AM,8.51,3.88,1.48,1.93,0.0
5,11/25/12 5:54 AM,8.2,3.7,66.58,87.86,0.83
6,11/25/12 6:54 AM,8.05,3.77,219.45,312.73,40.64
7,11/25/12 7:54 AM,8.78,5.32,371.29,498.07,191.53
8,11/25/12 8:54 AM,11.18,13.2,397.55,638.46,351.22
9,11/25/12 9:54 AM,14.95,20.99,431.6,540.31,363.12
10,11/25/12 10:54 AM,17.71,26.31,356.55,505.57,389.67
11,11/25/12 11:54 AM,19.1,29.46,356.6,416.06,335.8
12,11/25/12 12:54 PM,19.25,27.0,261.54,345.03,313.55
13,11/25/12 1:54 PM,18.99,24.82,80.56,130.88,228.14
14,11/25/12 2:54 PM,18.53,22.17,2.71,3.71,67.93
15,11/25/12 3:54 PM,17.01,16.89,0.0,0.0,3.06
16,11/25/12 4:54 PM,15.05,11.55,0.0,0.0,0.0
17,11/25/12 5:54 PM,13.38,8.19,0.0,0.0,0.0
18,11/25/12 6:54 PM,12.3,7.31,0.0,0.0,0.0
19,11/25/12 7:54 PM,11.33,6.63,0.0,0.0,0.0
20,11/25/12 8:54 PM,10.52,6.51,0.0,0.0,0.0
21,11/25/12 9:54 PM,10.25,7.22,0.0,0.0,0.0
22,11/25/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/25/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/25/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/25/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/25/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,11/25/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,11/26/12 4:54 AM,8.24,4.36,1.06,1.49,0.0
5,11/26/12 5:54 AM,8.15,4.82,52.33,60.19,0.69
6,11/26/12 6:54 AM,8.02,4.56,215.75,307.81,37.0
7,11/26/12 7:54 AM,8.43,5.68,379.86,517.52,194.0
8,11/26/12 8:54 AM,10.01,11.37,469.57,593.14,361.49
9,11/26/12 9:54 AM,13.31,22.35,516.27,643.66,426.95
10,11/26/12 10:54 AM,16.89,29.49,492.56,606.3,470.09
11,11/26/12 11:54 AM,18.37,35.59,322.08,304.03,448.53
12,11/26/12 12:54 PM,19.31,36.8,211.61,261.98,290.84
13,11/26/12 1:54 PM,19.46,31.93,110.68,153.83,180.15
14,11/26/12 2:54 PM,19.11,26.05,2.63,4.44,97.17
15,11/26/12 3:54 PM,18.22,21.24,0.0,0.0,3.07
16,11/26/12 4:54 PM,15.22,12.1,0.0,0.0,0.0
17,11/26/12 5:54 PM,13.58,9.13,0.0,0.0,0.0
18,11/26/12 6:54 PM,12.56,7.61,0.0,0.0,0.0
19,11/26/12 7:54 PM,12.09,7.37,0.0,0.0,0.0
20,11/26/12 8:54 PM,11.48,6.72,0.0,0.0,0.0
21,11/26/12 9:54 PM,10.94,6.16,0.0,0.0,0.0
22,11/26/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/26/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/26/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/26/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/26/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,11/26/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,11/27/12 4:54 AM,11.75,9.01,0.75,1.14,0.0
5,11/27/12 5:54 AM,11.87,8.44,54.33,77.33,0.41
6,11/27/12 6:54 AM,11.95,7.89,241.75,355.04,33.75
7,11/27/12 7:54 AM,12.52,9.36,403.98,523.39,206.33
8,11/27/12 8:54 AM,15.42,16.03,391.27,475.14,375.6
9,11/27/12 9:54 AM,17.84,22.7,275.18,337.06,360.04
10,11/27/12 10:54 AM,18.87,26.66,299.07,370.84,250.83
11,11/27/12 11:54 AM,19.43,26.39,337.03,395.5,267.51
12,11/27/12 12:54 PM,20.27,29.29,198.62,376.16,294.98
13,11/27/12 1:54 PM,20.03,28.83,57.61,376.16,174.06
14,11/27/12 2:54 PM,19.05,23.84,3.12,156.73,48.54
15,11/27/12 3:54 PM,17.29,17.14,0.0,0.0,3.02
16,11/27/12 4:54 PM,15.4,12.23,0.0,0.0,0.0
17,11/27/12 5:54 PM,14.72,10.9,0.0,0.0,0.0
18,11/27/12 6:54 PM,14.62,11.16,0.0,0.0,0.0
19,11/27/12 7:54 PM,14.44,11.37,0.0,0.0,0.0
20,11/27/12 8:54 PM,14.61,11.88,0.0,0.0,0.0
21,11/27/12 9:54 PM,14.99,12.26,0.0,0.0,0.0
22,11/27/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/27/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/27/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/27/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/27/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,11/27/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,11/28/12 4:54 AM,16.62,14.89,0.12,0.19,0.0
5,11/28/12 5:54 AM,16.81,14.96,28.57,30.17,0.03
6,11/28/12 6:54 AM,17.08,15.06,68.51,69.62,19.12
7,11/28/12 7:54 AM,17.66,15.61,84.77,90.11,49.88
8,11/28/12 8:54 AM,18.37,17.34,42.64,45.44,73.85
9,11/28/12 9:54 AM,19.15,19.16,43.16,46.54,36.78
10,11/28/12 10:54 AM,19.17,18.83,92.2,94.21,34.27
11,11/28/12 11:54 AM,18.65,17.76,137.62,136.04,78.53
12,11/28/12 12:54 PM,19.31,18.84,139.75,149.17,120.48
13,11/28/12 1:54 PM,20.01,19.5,49.13,53.5,121.17
14,11/28/12 2:54 PM,20.27,19.65,1.94,2.22,38.71
15,11/28/12 3:54 PM,20.21,19.57,0.0,0.0,1.29
16,11/28/12 4:54 PM,19.82,18.89,0.0,0.0,0.0
17,11/28/12 5:54 PM,19.88,19.07,0.0,0.0,0.0
18,11/28/12 6:54 PM,19.83,18.77,0.0,0.0,0.0
19,11/28/12 7:54 PM,20.01,19.29,0.0,0.0,0.0
20,11/28/12 8:54 PM,19.85,18.79,0.0,0.0,0.0
21,11/28/12 9:54 PM,18.95,17.08,0.0,0.0,0.0
22,11/28/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,11/28/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,11/28/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,11/28/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,11/28/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
