Time Frame,Date,Ta (C),Tm (C),I3 (W/m2),I15 (W/m2),P (kW)
6,3/6/12 6:55 AM,5.08,2.0,153.43,186.61,127.16
7,3/6/12 7:55 AM,7.11,5.86,323.21,399.02,302.46
8,3/6/12 8:55 AM,10.76,16.75,537.31,627.38,504.23
9,3/6/12 9:55 AM,14.98,27.11,444.55,545.27,409.7
10,3/6/12 10:55 AM,16.51,33.09,575.43,645.62,521.75
11,3/6/12 11:55 AM,17.66,35.37,391.64,452.45,379.09
12,3/6/12 12:55 PM,17.66,28.6,414.15,529.15,352.52
13,3/6/12 1:55 PM,17.57,26.73,560.71,646.95,519.79
14,3/6/12 2:55 PM,17.81,31.28,276.14,299.55,240.61
15,3/6/12 3:55 PM,16.54,22.95,156.12,164.14,135.16
16,3/6/12 4:15 PM,15.5,17.89,15.92,16.9,12.97
17,3/6/12 5:57 PM,13.18,10.36,0.0,0.0,0.0
18,3/6/12 6:57 PM,11.99,7.48,0.0,0.0,0.0
19,3/6/12 7:57 PM,11.63,8.03,0.0,0.0,0.0
20,3/6/12 8:57 PM,10.93,6.3,0.0,0.0,0.0
21,3/6/12 9:47 PM,10.49,5.71,0.0,0.0,0.0
22,3/6/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
23,3/6/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
24,3/6/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
1,3/6/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
2,3/6/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
3,3/6/12 9:47 PM,0.0,0.0,0.0,0.0,0.0
4,3/7/12 4:56 AM,8.15,4.32,0.0,0.0,0.0
5,3/7/12 5:56 AM,8.32,4.75,24.36,26.27,16.82
6,3/7/12 6:54 AM,8.35,4.33,155.54,181.42,139.23
7,3/7/12 7:54 AM,9.85,7.8,309.45,375.97,293.94
8,3/7/12 8:54 AM,11.9,14.09,548.43,645.98,511.93
9,3/7/12 9:54 AM,14.13,24.81,639.57,709.91,571.01
10,3/7/12 10:54 AM,15.57,29.01,706.19,781.53,639.31
11,3/7/12 11:54 AM,17.0,38.76,370.65,301.14,335.83
12,3/7/12 12:54 PM,17.19,28.09,159.4,167.02,142.99
13,3/7/12 1:54 PM,15.4,17.72,68.98,65.63,59.64
14,3/7/12 2:54 PM,13.76,13.93,40.48,43.45,33.89
15,3/7/12 3:54 PM,13.16,11.58,18.64,17.83,13.98
16,3/7/12 4:54 PM,13.05,11.63,3.06,3.48,2.55
17,3/7/12 5:54 PM,12.77,11.01,0.0,0.0,0.0
18,3/7/12 6:54 PM,12.19,9.52,0.0,0.0,0.0
19,3/7/12 7:54 PM,11.64,8.03,0.0,0.0,0.0
20,3/7/12 8:54 PM,11.35,8.11,0.0,0.0,0.0
21,3/7/12 9:54 PM,11.04,8.19,0.0,0.0,0.0
22,3/7/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,3/7/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,3/7/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,3/7/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,3/7/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,3/7/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,3/8/12 4:54 AM,11.38,9.67,0.0,0.0,0.0
5,3/8/12 5:54 AM,11.1,10.07,0.0,0.0,0.0
6,3/8/12 6:54 AM,10.79,10.22,2.26,2.11,0.89
7,3/8/12 7:54 AM,10.23,9.83,102.25,101.4,79.23
8,3/8/12 8:54 AM,10.98,10.1,259.33,285.29,237.02
9,3/8/12 9:54 AM,12.17,14.54,440.15,425.29,379.45
10,3/8/12 10:54 AM,14.36,20.82,575.03,610.37,504.77
11,3/8/12 11:54 AM,15.68,25.18,537.85,662.12,469.2
12,3/8/12 12:54 PM,17.36,30.13,496.7,531.15,435.15
13,3/8/12 1:54 PM,18.53,30.08,446.44,473.35,393.27
14,3/8/12 2:54 PM,18.39,28.9,198.59,234.55,182.73
15,3/8/12 3:54 PM,17.13,22.25,164.47,159.3,124.52
16,3/8/12 4:54 PM,15.83,17.33,48.34,47.78,36.76
17,3/8/12 5:54 PM,14.71,14.31,0.0,0.0,0.0
18,3/8/12 6:54 PM,13.48,10.81,0.0,0.0,0.0
19,3/8/12 7:54 PM,13.05,10.34,0.0,0.0,0.0
20,3/8/12 8:54 PM,13.15,11.21,0.0,0.0,0.0
21,3/8/12 9:54 PM,12.69,10.01,0.0,0.0,0.0
22,3/8/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,3/8/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,3/8/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,3/8/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,3/8/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,3/8/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,3/9/12 4:54 AM,10.64,6.3,0.0,0.0,0.0
5,3/9/12 5:54 AM,9.66,5.19,24.06,49.66,18.75
6,3/9/12 6:54 AM,9.91,5.78,156.26,216.97,143.59
7,3/9/12 7:54 AM,12.32,11.29,207.95,233.0,182.65
8,3/9/12 8:54 AM,13.97,16.46,369.84,405.05,346.04
9,3/9/12 9:54 AM,16.3,24.45,309.98,316.32,289.48
10,3/9/12 10:54 AM,17.39,27.98,331.28,325.79,302.02
11,3/9/12 11:54 AM,18.06,28.63,413.37,412.91,386.09
12,3/9/12 12:54 PM,19.14,34.03,238.93,244.82,217.44
13,3/9/12 1:54 PM,16.75,21.81,129.11,111.16,118.68
14,3/9/12 2:54 PM,15.54,16.59,155.75,151.59,137.58
15,3/9/12 3:54 PM,15.42,16.38,86.98,86.9,76.67
16,3/9/12 4:54 PM,14.95,15.1,11.52,11.62,8.9
17,3/9/12 5:54 PM,13.6,12.45,0.0,0.0,0.0
18,3/9/12 6:54 PM,12.88,11.6,0.0,0.0,0.0
19,3/9/12 7:54 PM,12.83,11.07,0.0,0.0,0.0
20,3/9/12 8:54 PM,12.97,10.89,0.0,0.0,0.0
21,3/9/12 9:54 PM,12.77,10.86,0.0,0.0,0.0
22,3/9/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,3/9/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,3/9/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,3/9/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,3/9/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,3/9/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,3/10/12 4:54 AM,11.43,9.98,0.0,0.0,0.0
5,3/10/12 5:54 AM,11.55,10.76,8.28,8.26,5.1
6,3/10/12 6:54 AM,11.52,10.71,44.65,45.19,34.35
7,3/10/12 7:54 AM,11.93,11.51,131.19,131.88,111.16
8,3/10/12 8:54 AM,12.78,13.29,305.11,314.82,271.72
9,3/10/12 9:54 AM,13.81,16.54,297.66,303.05,274.62
10,3/10/12 10:54 AM,14.35,17.21,269.13,266.7,245.24
11,3/10/12 11:54 AM,13.93,16.09,240.94,242.59,225.78
12,3/10/12 12:54 PM,13.59,15.61,329.48,334.11,295.3
13,3/10/12 1:54 PM,13.98,16.4,329.23,344.75,305.8
14,3/10/12 2:54 PM,14.23,17.27,167.09,174.09,148.76
15,3/10/12 3:54 PM,13.56,14.71,63.49,63.48,52.81
16,3/10/12 4:54 PM,12.87,12.77,14.28,14.3,10.21
17,3/10/12 5:54 PM,12.49,11.73,0.0,0.0,0.0
18,3/10/12 6:54 PM,12.25,11.14,0.0,0.0,0.0
19,3/10/12 7:54 PM,11.81,10.68,0.0,0.0,0.0
20,3/10/12 8:54 PM,11.31,9.66,0.0,0.0,0.0
21,3/10/12 9:44 PM,11.27,9.45,0.0,0.0,0.0
22,3/10/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
23,3/10/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
24,3/10/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
1,3/10/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
2,3/10/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
3,3/10/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
4,3/11/12 4:54 AM,11.5,10.06,0.0,0.0,0.0
5,3/11/12 5:54 AM,11.28,9.78,13.93,14.22,8.67
6,3/11/12 6:54 AM,11.29,9.93,115.4,118.31,98.52
7,3/11/12 7:54 AM,12.18,12.64,215.2,224.79,182.7
8,3/11/12 8:54 AM,13.12,14.67,254.57,282.12,231.35
9,3/11/12 9:54 AM,13.15,15.07,290.77,324.09,265.02
10,3/11/12 10:54 AM,13.2,15.31,401.5,441.25,356.9
11,3/11/12 11:54 AM,13.69,17.55,350.73,368.26,323.97
12,3/11/12 12:54 PM,13.67,16.78,431.34,474.93,389.58
13,3/11/12 1:54 PM,13.62,17.16,491.05,530.04,442.88
14,3/11/12 2:54 PM,13.94,18.12,375.82,401.15,321.94
15,3/11/12 3:54 PM,13.83,16.09,174.31,176.8,140.02
16,3/11/12 4:54 PM,13.19,13.55,23.23,24.07,16.84
17,3/11/12 5:54 PM,11.97,10.28,0.0,0.0,0.0
18,3/11/12 6:54 PM,11.12,8.87,0.0,0.0,0.0
19,3/11/12 7:54 PM,11.16,9.16,0.0,0.0,0.0
20,3/11/12 8:54 PM,11.28,9.52,0.0,0.0,0.0
21,3/11/12 9:44 PM,10.74,7.87,0.0,0.0,0.0
22,3/11/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
23,3/11/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
24,3/11/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
1,3/11/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
2,3/11/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
3,3/11/12 9:44 PM,0.0,0.0,0.0,0.0,0.0
4,3/12/12 4:54 AM,10.87,9.96,0.0,0.0,0.0
5,3/12/12 5:54 AM,10.14,9.28,19.07,26.09,13.02
6,3/12/12 6:54 AM,9.42,8.45,69.89,73.43,57.69
7,3/12/12 7:54 AM,8.88,8.64,131.49,132.5,108.93
8,3/12/12 8:54 AM,9.43,9.72,201.59,225.23,160.75
9,3/12/12 9:54 AM,10.1,10.97,587.19,594.46,485.99
10,3/12/12 10:54 AM,11.97,17.86,807.92,763.52,719.13
11,3/12/12 11:54 AM,12.36,20.24,787.24,665.34,746.14
12,3/12/12 12:54 PM,12.62,19.97,725.22,806.47,633.83
13,3/12/12 1:54 PM,12.74,19.16,584.81,639.84,528.64
14,3/12/12 2:54 PM,12.71,17.93,419.01,438.94,355.95
15,3/12/12 3:54 PM,12.55,15.14,180.41,181.12,127.8
16,3/12/12 4:54 PM,11.54,11.82,34.56,35.23,21.8
17,3/12/12 5:54 PM,10.55,9.31,0.0,0.0,0.02
18,3/12/12 6:54 PM,9.78,7.76,0.0,0.0,0.0
19,3/12/12 7:54 PM,9.82,7.76,0.0,0.0,0.0
20,3/12/12 8:54 PM,9.99,8.16,0.0,0.0,0.0
21,3/12/12 9:04 PM,9.8,7.58,0.0,0.0,0.0
22,3/12/12 9:04 PM,0.0,0.0,0.0,0.0,0.0
23,3/12/12 9:04 PM,0.0,0.0,0.0,0.0,0.0
24,3/12/12 9:04 PM,0.0,0.0,0.0,0.0,0.0
1,3/12/12 9:04 PM,0.0,0.0,0.0,0.0,0.0
2,3/12/12 9:04 PM,0.0,0.0,0.0,0.0,0.0
3,3/13/12 3:59 AM,8.87,7.6,0.0,0.01,0.02
4,3/13/12 4:59 AM,8.64,7.13,40.08,68.51,30.41
5,3/13/12 5:59 AM,8.16,5.86,213.06,264.06,177.42
6,3/13/12 6:59 AM,8.58,6.44,456.45,533.11,401.25
7,3/13/12 7:59 AM,10.19,11.16,624.83,727.92,576.67
8,3/13/12 8:59 AM,11.25,15.3,728.29,840.24,676.71
9,3/13/12 9:59 AM,11.96,18.11,839.46,942.02,749.77
10,3/13/12 10:59 AM,12.18,19.55,830.66,919.99,732.8
11,3/13/12 11:59 AM,12.99,21.77,750.84,825.26,671.17
12,3/13/12 12:59 PM,13.13,21.9,622.3,672.11,552.4
13,3/13/12 1:59 PM,13.4,20.58,448.48,471.11,371.63
14,3/13/12 2:59 PM,13.5,18.33,224.95,225.5,157.25
15,3/13/12 3:59 PM,13.19,16.19,37.32,36.2,20.0
16,3/13/12 4:59 PM,12.51,13.11,0.0,0.0,0.01
17,3/13/12 5:59 PM,11.29,9.21,0.0,0.0,0.0
18,3/13/12 6:59 PM,9.98,6.29,0.0,0.0,0.0
19,3/13/12 7:59 PM,9.12,4.3,0.0,0.0,0.0
20,3/13/12 8:59 PM,8.27,3.03,0.0,0.0,0.0
21,3/13/12 9:49 PM,7.93,2.38,0.0,0.0,0.05
22,3/13/12 9:49 PM,0.0,0.0,0.0,0.0,0.0
23,3/13/12 9:49 PM,0.0,0.0,0.0,0.0,0.0
24,3/13/12 9:49 PM,0.0,0.0,0.0,0.0,0.0
1,3/13/12 9:49 PM,0.0,0.0,0.0,0.0,0.0
2,3/13/12 9:49 PM,0.0,0.0,0.0,0.0,0.0
3,3/14/12 3:59 AM,5.42,0.01,40.41,69.73,30.45
4,3/14/12 4:59 AM,4.82,-0.64,234.81,308.02,211.19
5,3/14/12 5:59 AM,4.83,-0.64,454.82,538.27,406.48
6,3/14/12 6:59 AM,5.34,-0.18,634.18,741.1,576.34
7,3/14/12 7:59 AM,9.16,8.07,733.3,812.99,662.8
8,3/14/12 8:59 AM,13.52,19.04,775.99,901.33,660.43
9,3/14/12 9:59 AM,15.24,23.25,758.39,857.25,641.89
10,3/14/12 10:59 AM,16.36,26.28,490.11,686.86,462.49
11,3/14/12 11:59 AM,16.66,26.5,444.65,463.82,387.27
12,3/14/12 12:59 PM,16.88,27.1,288.1,331.59,252.59
13,3/14/12 1:59 PM,16.0,21.6,210.88,201.86,143.25
14,3/14/12 2:59 PM,15.75,19.82,38.26,36.34,20.22
15,3/14/12 3:59 PM,14.98,16.98,0.0,0.0,1.28
16,3/14/12 4:59 PM,14.4,15.17,0.0,0.0,0.0
17,3/14/12 5:59 PM,13.06,10.97,0.0,0.0,0.0
18,3/14/12 6:59 PM,12.26,9.06,0.0,0.0,0.0
19,3/14/12 7:59 PM,11.1,7.39,0.0,0.0,0.0
20,3/14/12 8:59 PM,11.1,7.39,0.01,0.0,0.04
21,3/14/12 9:39 PM,11.1,7.39,39.82,42.31,27.56
22,3/14/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
23,3/14/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
24,3/14/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
1,3/14/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
2,3/14/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
3,3/15/12 3:59 AM,7.7,3.0,221.14,252.92,179.17
4,3/15/12 4:59 AM,7.59,3.38,439.59,542.73,399.88
5,3/15/12 5:59 AM,8.56,5.54,632.94,755.74,577.91
6,3/15/12 6:59 AM,8.66,5.32,769.36,872.69,683.19
7,3/15/12 7:59 AM,10.67,10.42,833.68,924.81,713.58
8,3/15/12 8:59 AM,13.6,18.25,815.26,912.14,704.75
9,3/15/12 9:59 AM,15.16,23.04,726.58,743.92,623.78
10,3/15/12 10:59 AM,16.35,25.81,618.96,662.3,536.42
11,3/15/12 11:59 AM,16.99,27.94,435.39,463.48,363.93
12,3/15/12 12:59 PM,17.1,28.68,228.95,227.02,160.87
13,3/15/12 1:59 PM,17.28,26.05,40.96,38.2,22.05
14,3/15/12 2:59 PM,16.97,23.39,0.0,0.0,0.07
15,3/15/12 3:59 PM,16.45,20.12,0.0,0.0,0.0
16,3/15/12 4:59 PM,15.19,16.03,0.0,0.0,0.0
17,3/15/12 5:59 PM,13.63,11.59,0.0,0.0,0.0
18,3/15/12 6:59 PM,12.07,8.2,0.0,0.0,0.0
19,3/15/12 7:59 PM,11.26,7.24,0.09,0.15,0.12
20,3/15/12 8:59 PM,10.61,7.26,47.48,81.62,36.2
21,3/15/12 9:39 PM,9.94,6.44,259.63,332.07,223.63
22,3/15/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
23,3/15/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
24,3/15/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
1,3/15/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
2,3/15/12 9:39 PM,0.0,0.0,0.0,0.0,0.0
3,3/16/12 3:59 AM,7.32,3.17,476.17,559.36,428.95
4,3/16/12 4:59 AM,7.11,2.74,656.58,768.44,591.74
5,3/16/12 5:59 AM,6.33,1.1,781.64,897.63,681.15
6,3/16/12 6:59 AM,6.9,2.55,846.11,947.51,716.14
7,3/16/12 7:59 AM,10.76,10.94,840.28,924.02,707.95
8,3/16/12 8:59 AM,14.66,18.6,771.2,831.35,639.88
9,3/16/12 9:59 AM,16.54,27.49,658.17,705.85,550.9
10,3/16/12 10:59 AM,17.87,33.86,166.8,160.3,103.58
11,3/16/12 11:59 AM,18.95,35.31,38.67,36.66,21.61
12,3/16/12 12:59 PM,19.45,37.59,0.0,0.0,0.11
13,3/16/12 1:59 PM,19.85,39.28,0.0,0.0,0.0
14,3/16/12 2:39 PM,19.8,34.71,0.0,0.0,0.0
16,3/16/12 4:56 PM,17.31,19.52,0.0,0.0,0.0
17,3/16/12 5:57 PM,14.95,12.58,0.0,0.0,0.0
18,3/16/12 6:56 PM,12.06,6.36,0.34,0.47,0.21
19,3/16/12 7:56 PM,10.83,4.31,56.65,77.94,37.63
20,3/16/12 8:56 PM,9.48,2.48,264.33,316.48,222.97
21,3/16/12 9:56 PM,8.5,1.29,467.59,558.28,420.53
22,3/16/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
23,3/16/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
24,3/16/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
1,3/16/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
2,3/16/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
3,3/16/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
4,3/17/12 4:56 AM,5.49,-1.56,636.5,742.56,575.18
5,3/17/12 5:56 AM,5.84,-0.43,764.2,871.16,672.47
6,3/17/12 6:56 AM,9.15,4.39,817.82,909.77,702.09
7,3/17/12 7:56 AM,12.82,13.07,731.77,890.37,648.97
8,3/17/12 8:56 AM,15.54,21.7,758.57,793.14,644.28
9,3/17/12 9:56 AM,17.36,32.29,620.77,655.74,526.52
10,3/17/12 10:56 AM,18.92,39.63,434.38,456.08,358.21
11,3/17/12 11:56 AM,19.43,43.11,216.51,219.88,157.9
12,3/17/12 12:56 PM,20.37,41.91,39.69,38.24,23.4
13,3/17/12 1:56 PM,20.53,41.67,0.0,0.0,0.11
14,3/17/12 2:56 PM,19.94,36.25,0.0,0.0,0.0
15,3/17/12 3:56 PM,19.44,29.99,0.0,0.0,0.0
16,3/17/12 4:56 PM,17.96,22.02,0.0,0.0,0.0
17,3/17/12 5:56 PM,15.54,13.57,43.18,43.25,28.83
18,3/17/12 6:56 PM,13.33,8.72,102.5,104.75,80.91
19,3/17/12 7:56 PM,12.16,7.05,268.21,263.68,228.84
20,3/17/12 8:56 PM,11.32,5.86,579.73,487.46,476.57
21,3/17/12 9:46 PM,10.88,5.54,768.79,868.22,677.15
6,3/18/12 6:56 AM,12.93,11.65,825.96,923.52,708.46
7,3/18/12 7:51 AM,13.87,14.71,818.12,895.88,695.96
8,3/18/12 8:51 AM,15.44,19.79,749.79,806.37,636.17
9,3/18/12 9:51 AM,17.6,30.27,617.87,655.79,526.32
10,3/18/12 10:51 AM,18.55,40.08,430.68,449.65,356.11
11,3/18/12 11:51 AM,19.92,43.73,215.1,215.93,159.66
12,3/18/12 12:51 PM,20.76,44.26,39.78,37.95,24.73
13,3/18/12 1:51 PM,21.04,41.29,0.0,0.0,0.04
14,3/18/12 2:51 PM,20.67,36.82,0.0,0.0,0.0
15,3/18/12 3:51 PM,20.0,30.56,0.0,0.0,0.0
16,3/18/12 4:51 PM,18.02,22.06,0.0,0.0,0.0
17,3/18/12 5:51 PM,15.72,14.12,0.0,0.0,0.0
18,3/18/12 6:51 PM,13.73,9.84,0.22,0.31,0.13
19,3/18/12 7:51 PM,12.71,8.07,35.44,36.6,23.79
20,3/18/12 8:51 PM,12.2,8.08,103.48,106.12,84.69
21,3/18/12 9:51 PM,11.71,7.0,216.91,211.28,182.68
22,3/18/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
23,3/18/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
24,3/18/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
1,3/18/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
2,3/18/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
3,3/18/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
4,3/19/12 4:51 AM,13.11,10.8,459.08,360.04,363.37
5,3/19/12 5:51 AM,13.0,10.66,747.49,800.65,650.79
6,3/19/12 6:51 AM,13.49,11.69,822.28,915.6,703.15
7,3/19/12 7:51 AM,14.8,15.39,818.47,893.16,687.54
8,3/19/12 8:51 AM,16.01,18.71,753.9,806.68,632.1
9,3/19/12 9:51 AM,18.17,28.98,619.41,650.04,521.65
10,3/19/12 10:51 AM,19.9,41.92,426.61,440.43,348.04
11,3/19/12 11:51 AM,21.09,46.65,237.4,239.21,175.79
12,3/19/12 12:51 PM,22.19,47.65,43.4,42.2,26.99
13,3/19/12 1:51 PM,22.73,45.96,0.0,0.0,0.2
14,3/19/12 2:51 PM,22.93,41.06,0.0,0.0,0.0
15,3/19/12 3:51 PM,22.29,33.35,0.0,0.0,0.0
16,3/19/12 4:51 PM,20.51,24.98,0.0,0.0,0.0
17,3/19/12 5:51 PM,17.38,15.7,0.0,0.0,0.0
18,3/19/12 6:51 PM,14.51,9.62,0.55,0.75,0.43
19,3/19/12 7:51 PM,12.84,7.22,68.62,81.87,47.35
20,3/19/12 8:51 PM,11.93,6.15,232.7,267.21,205.17
21,3/19/12 9:41 PM,12.44,9.06,451.44,521.51,411.47
22,3/19/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
23,3/19/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
24,3/19/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
1,3/19/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
2,3/19/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
3,3/19/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
4,3/20/12 4:51 AM,9.41,3.77,619.78,709.68,551.76
5,3/20/12 5:51 AM,8.53,3.11,706.18,799.44,611.96
6,3/20/12 6:51 AM,8.94,3.97,776.53,864.72,656.5
7,3/20/12 7:51 AM,12.31,12.66,749.01,811.4,622.49
8,3/20/12 8:51 AM,15.46,24.25,746.92,800.42,617.74
9,3/20/12 9:51 AM,17.71,35.34,596.85,631.32,498.31
10,3/20/12 10:51 AM,18.92,41.5,432.2,450.77,354.1
11,3/20/12 11:51 AM,20.35,43.88,209.05,212.65,156.68
12,3/20/12 12:51 PM,21.32,41.56,51.63,49.42,33.42
13,3/20/12 1:31 PM,21.21,36.57,0.0,0.0,0.19
14,3/20/12 2:54 PM,20.93,33.85,0.0,0.0,0.0
15,3/20/12 3:54 PM,20.96,29.05,0.0,0.0,0.0
16,3/20/12 4:54 PM,19.5,22.05,0.0,0.0,0.0
17,3/20/12 5:56 PM,17.07,15.74,0.0,0.0,0.0
18,3/20/12 6:56 PM,14.51,10.8,1.13,1.05,0.65
19,3/20/12 7:56 PM,12.88,7.54,49.56,52.13,36.94
20,3/20/12 8:56 PM,11.95,7.32,128.7,137.49,107.99
21,3/20/12 9:56 PM,11.59,8.82,346.19,519.51,321.54
22,3/20/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
23,3/20/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
24,3/20/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
1,3/20/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
2,3/20/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
3,3/20/12 9:56 PM,0.0,0.0,0.0,0.0,0.0
4,3/21/12 4:56 AM,11.56,9.2,611.65,711.84,555.43
5,3/21/12 5:56 AM,11.35,9.64,760.85,864.91,662.29
6,3/21/12 6:56 AM,12.45,11.17,834.87,923.17,715.56
7,3/21/12 7:56 AM,13.26,13.27,826.69,901.75,706.26
8,3/21/12 8:51 AM,14.51,17.07,754.12,804.84,643.68
9,3/21/12 9:51 AM,16.07,24.19,617.22,654.62,524.52
10,3/21/12 10:51 AM,17.25,27.96,428.13,445.8,352.39
11,3/21/12 11:51 AM,17.53,29.4,201.04,205.35,153.91
12,3/21/12 12:51 PM,17.76,29.85,34.18,33.48,22.27
13,3/21/12 1:51 PM,17.83,28.55,0.0,0.01,0.14
14,3/21/12 2:51 PM,17.51,25.98,0.0,0.0,0.0
15,3/21/12 3:51 PM,17.12,21.81,0.0,0.0,0.0
16,3/21/12 4:41 PM,15.84,17.26,0.0,0.0,0.0
17,3/21/12 5:55 PM,13.9,12.43,0.0,0.0,0.0
18,3/21/12 6:55 PM,12.6,9.97,1.32,1.55,0.86
19,3/21/12 7:55 PM,12.84,11.17,63.95,65.99,47.49
20,3/21/12 8:55 PM,12.89,11.18,160.93,153.64,135.72
21,3/21/12 9:55 PM,12.8,10.95,342.33,324.08,271.19
22,3/21/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,3/21/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,3/21/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,3/21/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,3/21/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,3/21/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,3/22/12 4:55 AM,10.97,8.67,760.68,844.64,657.04
5,3/22/12 5:55 AM,10.89,6.98,856.79,950.35,726.86
6,3/22/12 6:55 AM,11.18,7.09,842.58,919.41,710.56
7,3/22/12 7:55 AM,13.15,12.49,766.42,817.19,635.55
8,3/22/12 8:55 AM,15.44,16.97,636.47,668.4,532.24
10,3/22/12 10:50 AM,18.18,29.46,443.37,460.17,360.43
11,3/22/12 11:50 AM,19.11,32.25,226.67,229.92,167.32
12,3/22/12 12:50 PM,19.8,32.76,42.49,40.9,27.67
13,3/22/12 1:50 PM,20.2,32.28,0.0,0.0,0.15
14,3/22/12 2:50 PM,20.39,30.2,0.0,0.0,0.0
15,3/22/12 3:50 PM,20.24,26.72,0.0,0.0,0.0
16,3/22/12 4:50 PM,18.83,21.12,0.0,0.0,0.0
17,3/22/12 5:50 PM,16.4,14.88,0.0,0.0,0.0
18,3/22/12 6:50 PM,14.2,10.32,0.52,0.5,0.18
19,3/22/12 7:50 PM,12.8,7.75,28.04,27.55,18.53
20,3/22/12 8:50 PM,12.12,6.91,135.18,140.98,115.55
21,3/22/12 9:50 PM,10.99,6.04,289.7,306.07,251.53
22,3/22/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
23,3/22/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
24,3/22/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
1,3/22/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
2,3/22/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
3,3/22/12 9:50 PM,0.0,0.0,0.0,0.0,0.0
4,3/23/12 4:50 AM,11.01,9.59,421.67,454.45,378.53
5,3/23/12 5:50 AM,11.57,10.17,485.31,509.88,424.73
